日ID,日序,周次,阶段,Primary LQ,Secondary LQ,周次功能,核心生命问题,生命痛点,今日核心经文,P证据,L证据,J证据,NT-DIS原则,一句话主题,日类型,每日核心信息,今日反思入口,今日自我选择,今日实践,关系/伙伴反馈,使命连接,生命果子,证据等级,内容状态
W07D01,1,7,I 看见自己,LQ01,—,重新理解过去,我的过去决定我是谁吗？,失败、家庭背景、旧标签常被带进今天。,林后5：17,腓3：13-14,路5：27-32,约1：12-13,看见→重新解释→前行,过去是我故事的一部分，但不是我最终的名字。,看见,先看见自己正在经历的“我的过去决定我是谁吗？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“我的过去决定我是谁吗？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从旧标签转向新身份,A,待编写
W07D02,2,7,I 看见自己,LQ01,—,重新理解过去,我的过去决定我是谁吗？,失败、家庭背景、旧标签常被带进今天。,腓3：13-14,腓3：13-14,路5：27-32,约1：12-13,看见→重新解释→前行,过去是我故事的一部分，但不是我最终的名字。,挖根,今天往里走一步：当“我的过去决定我是谁吗？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从旧标签转向新身份,A,待编写
W07D03,3,7,I 看见自己,LQ01,—,重新理解过去,我的过去决定我是谁吗？,失败、家庭背景、旧标签常被带进今天。,林后5：17,腓3：13-14,路5：27-32,约1：12-13,看见→重新解释→前行,过去是我故事的一部分，但不是我最终的名字。,回经文,回到林后5：17：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“我的过去决定我是谁吗？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用林后5：17安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从旧标签转向新身份,A,待编写
W07D04,4,7,I 看见自己,LQ01,—,重新理解过去,我的过去决定我是谁吗？,失败、家庭背景、旧标签常被带进今天。,路5：27-32,腓3：13-14,路5：27-32,约1：12-13,看见→重新解释→前行,过去是我故事的一部分，但不是我最终的名字。,对照,把自己的旧习惯与新约的方向放在一起看：过去可以解释我的经历，却不能拥有我身份的最终定义权。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：过去是我故事的一部分，但不是我最终的名字。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从旧标签转向新身份,A,待编写
W07D05,5,7,I 看见自己,LQ01,—,重新理解过去,我的过去决定我是谁吗？,失败、家庭背景、旧标签常被带进今天。,约1：12-13,腓3：13-14,路5：27-32,约1：12-13,看见→重新解释→前行,过去是我故事的一部分，但不是我最终的名字。,行动,把今天的回应缩小成一个可执行动作：停止用一个旧失败介绍自己一次。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：停止用一个旧失败介绍自己一次。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从旧标签转向新身份,A,待编写
W07D06,6,7,I 看见自己,LQ01,—,重新理解过去,我的过去决定我是谁吗？,失败、家庭背景、旧标签常被带进今天。,腓3：13-14,腓3：13-14,路5：27-32,约1：12-13,看见→重新解释→前行,过去是我故事的一部分，但不是我最终的名字。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴不讨论细节，只提醒“在基督里你是谁”。,哪些旧标签我还在不断重复？,用更新后的身份面对家人和朋友,从旧标签转向新身份,A,待编写
W07D07,7,7,I 看见自己,LQ01,—,重新理解过去,我的过去决定我是谁吗？,失败、家庭背景、旧标签常被带进今天。,林后5：17,腓3：13-14,路5：27-32,约1：12-13,看见→重新解释→前行,过去是我故事的一部分，但不是我最终的名字。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴不讨论细节，只提醒“在基督里你是谁”。,把这一周的学习带进下一周，而不是停在课程结束。,从旧标签转向新身份,A,待编写
W08D01,1,8,I 看见自己,LQ03,—,停止比较,为什么我总和别人比较？,别人过得更快、更成功、更被看见，我就开始否定自己。,加6：4-5,罗12：3,路18：9-14,约5：44,看见→察验→停止比较,少拿别人的人生衡量自己，忠心走神交给你的路。,看见,先看见自己正在经历的“为什么我总和别人比较？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“为什么我总和别人比较？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从比较转向忠心,A,待编写
W08D02,2,8,I 看见自己,LQ03,—,停止比较,为什么我总和别人比较？,别人过得更快、更成功、更被看见，我就开始否定自己。,罗12：3,罗12：3,路18：9-14,约5：44,看见→察验→停止比较,少拿别人的人生衡量自己，忠心走神交给你的路。,挖根,今天往里走一步：当“为什么我总和别人比较？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从比较转向忠心,A,待编写
W08D03,3,8,I 看见自己,LQ03,—,停止比较,为什么我总和别人比较？,别人过得更快、更成功、更被看见，我就开始否定自己。,加6：4-5,罗12：3,路18：9-14,约5：44,看见→察验→停止比较,少拿别人的人生衡量自己，忠心走神交给你的路。,回经文,回到加6：4-5：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“为什么我总和别人比较？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用加6：4-5安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从比较转向忠心,A,待编写
W08D04,4,8,I 看见自己,LQ03,—,停止比较,为什么我总和别人比较？,别人过得更快、更成功、更被看见，我就开始否定自己。,路18：9-14,罗12：3,路18：9-14,约5：44,看见→察验→停止比较,少拿别人的人生衡量自己，忠心走神交给你的路。,对照,把自己的旧习惯与新约的方向放在一起看：门徒学习按神所托付的衡量忠心，而不是用别人的人生替自己打分。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：少拿别人的人生衡量自己，忠心走神交给你的路。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从比较转向忠心,A,待编写
W08D05,5,8,I 看见自己,LQ03,—,停止比较,为什么我总和别人比较？,别人过得更快、更成功、更被看见，我就开始否定自己。,约5：44,罗12：3,路18：9-14,约5：44,看见→察验→停止比较,少拿别人的人生衡量自己，忠心走神交给你的路。,行动,把今天的回应缩小成一个可执行动作：本周少看一次最容易触发比较的信息源，多做一件自己的责任。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：本周少看一次最容易触发比较的信息源，多做一件自己的责任。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从比较转向忠心,A,待编写
W08D06,6,8,I 看见自己,LQ03,—,停止比较,为什么我总和别人比较？,别人过得更快、更成功、更被看见，我就开始否定自己。,罗12：3,罗12：3,路18：9-14,约5：44,看见→察验→停止比较,少拿别人的人生衡量自己，忠心走神交给你的路。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴只问“你今天忠于什么？”,比较之后，我通常会更忠心，还是更焦虑？,不把比较转化成竞争，转化为彼此成全,从比较转向忠心,A,待编写
